item_id,dept_id,cat_id,store_id,state_id,wm_yr_wk,snap_CA,snap_TX,snap_WI,sell_price,dayofweek,weekofyear,month,year,date,sales
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11643,0,0,0,8.21,0,31,8,2016,2016-08-01,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11643,0,0,0,8.21,1,31,8,2016,2016-08-02,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11643,0,0,0,8.21,2,31,8,2016,2016-08-03,1
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11643,0,0,0,8.21,3,31,8,2016,2016-08-04,1
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11643,1,0,0,8.21,4,31,8,2016,2016-08-05,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11643,1,0,0,8.21,5,31,8,2016,2016-08-06,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11643,0,0,0,8.21,6,31,8,2016,2016-08-07,1
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11643,1,0,0,8.21,0,32,8,2016,2016-08-08,1
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11643,0,0,0,8.21,1,32,8,2016,2016-08-09,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11643,0,0,0,8.21,2,32,8,2016,2016-08-10,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11643,0,0,0,8.21,3,32,8,2016,2016-08-11,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11643,0,0,0,8.21,4,32,8,2016,2016-08-12,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11643,0,0,0,8.21,5,32,8,2016,2016-08-13,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11643,0,0,0,8.21,6,32,8,2016,2016-08-14,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11643,0,0,0,8.21,0,33,8,2016,2016-08-15,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11643,0,0,0,8.21,1,33,8,2016,2016-08-16,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11643,0,0,0,8.21,2,33,8,2016,2016-08-17,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11643,1,0,0,8.21,3,33,8,2016,2016-08-18,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11643,1,0,0,8.21,4,33,8,2016,2016-08-19,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11643,0,0,0,8.21,5,33,8,2016,2016-08-20,2
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11643,0,0,0,8.21,6,33,8,2016,2016-08-21,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11643,0,0,0,8.21,0,34,8,2016,2016-08-22,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11643,1,0,0,8.21,1,34,8,2016,2016-08-23,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11643,0,0,0,8.21,2,34,8,2016,2016-08-24,0
