item_id,dept_id,cat_id,store_id,state_id,wm_yr_wk,snap_CA,snap_TX,snap_WI,sell_price,dayofweek,weekofyear,month,year,date,sales
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,8.27,6,52,1,2017,2017-01-01,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,8.27,0,1,1,2017,2017-01-02,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,1,0,0,8.27,1,1,1,2017,2017-01-03,1
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,8.27,2,1,1,2017,2017-01-04,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,1,0,0,8.27,3,1,1,2017,2017-01-05,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,1,0,0,8.27,4,1,1,2017,2017-01-06,1
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,1,0,0,8.27,5,1,1,2017,2017-01-07,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,8.27,6,1,1,2017,2017-01-08,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,1,0,0,8.27,0,2,1,2017,2017-01-09,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,8.27,1,2,1,2017,2017-01-10,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,1,0,0,8.27,2,2,1,2017,2017-01-11,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,8.27,3,2,1,2017,2017-01-12,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,8.27,4,2,1,2017,2017-01-13,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,1,0,0,8.27,5,2,1,2017,2017-01-14,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,8.27,6,2,1,2017,2017-01-15,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,8.27,0,3,1,2017,2017-01-16,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,8.27,1,3,1,2017,2017-01-17,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,1,0,0,8.27,2,3,1,2017,2017-01-18,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,8.27,3,3,1,2017,2017-01-19,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,8.27,4,3,1,2017,2017-01-20,1
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,8.27,5,3,1,2017,2017-01-21,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,8.27,6,3,1,2017,2017-01-22,1
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,8.27,0,4,1,2017,2017-01-23,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,8.27,1,4,1,2017,2017-01-24,1
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,8.27,2,4,1,2017,2017-01-25,1
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,8.27,3,4,1,2017,2017-01-26,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,8.27,4,4,1,2017,2017-01-27,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,1,0,0,8.27,5,4,1,2017,2017-01-28,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,8.27,6,4,1,2017,2017-01-29,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,8.27,0,5,1,2017,2017-01-30,1
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11684,1,0,0,8.27,1,5,1,2017,2017-01-31,0
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.77,6,52,1,2017,2017-01-01,0
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.77,0,1,1,2017,2017-01-02,0
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,1,0,0,3.77,1,1,1,2017,2017-01-03,0
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.77,2,1,1,2017,2017-01-04,1
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,1,0,0,3.77,3,1,1,2017,2017-01-05,0
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,1,0,0,3.77,4,1,1,2017,2017-01-06,0
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,1,0,0,3.77,5,1,1,2017,2017-01-07,0
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.77,6,1,1,2017,2017-01-08,0
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,1,0,0,3.77,0,2,1,2017,2017-01-09,0
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.77,1,2,1,2017,2017-01-10,1
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,1,0,0,3.77,2,2,1,2017,2017-01-11,0
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.77,3,2,1,2017,2017-01-12,0
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.77,4,2,1,2017,2017-01-13,0
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,1,0,0,3.77,5,2,1,2017,2017-01-14,1
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.77,6,2,1,2017,2017-01-15,0
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.77,0,3,1,2017,2017-01-16,0
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.77,1,3,1,2017,2017-01-17,0
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,1,0,0,3.77,2,3,1,2017,2017-01-18,0
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.77,3,3,1,2017,2017-01-19,0
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.77,4,3,1,2017,2017-01-20,0
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.77,5,3,1,2017,2017-01-21,0
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.77,6,3,1,2017,2017-01-22,0
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.77,0,4,1,2017,2017-01-23,0
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.77,1,4,1,2017,2017-01-24,0
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.77,2,4,1,2017,2017-01-25,0
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.77,3,4,1,2017,2017-01-26,1
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.77,4,4,1,2017,2017-01-27,1
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,1,0,0,3.77,5,4,1,2017,2017-01-28,0
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.77,6,4,1,2017,2017-01-29,1
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.77,0,5,1,2017,2017-01-30,0
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,11684,1,0,0,3.77,1,5,1,2017,2017-01-31,1
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.15,6,52,1,2017,2017-01-01,0
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.15,0,1,1,2017,2017-01-02,0
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,11684,1,0,0,3.15,1,1,1,2017,2017-01-03,0
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.15,2,1,1,2017,2017-01-04,0
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,11684,1,0,0,3.15,3,1,1,2017,2017-01-05,0
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,11684,1,0,0,3.15,4,1,1,2017,2017-01-06,1
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,11684,1,0,0,3.15,5,1,1,2017,2017-01-07,0
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.15,6,1,1,2017,2017-01-08,0
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,11684,1,0,0,3.15,0,2,1,2017,2017-01-09,1
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.15,1,2,1,2017,2017-01-10,0
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,11684,1,0,0,3.15,2,2,1,2017,2017-01-11,0
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.15,3,2,1,2017,2017-01-12,1
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.15,4,2,1,2017,2017-01-13,0
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,11684,1,0,0,3.15,5,2,1,2017,2017-01-14,0
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.15,6,2,1,2017,2017-01-15,0
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.15,0,3,1,2017,2017-01-16,0
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.15,1,3,1,2017,2017-01-17,0
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,11684,1,0,0,3.15,2,3,1,2017,2017-01-18,0
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.15,3,3,1,2017,2017-01-19,0
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.15,4,3,1,2017,2017-01-20,1
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.15,5,3,1,2017,2017-01-21,0
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,11684,0,0,0,3.15,6,3,1,2017,2017-01-22,0
