item_id,dept_id,cat_id,store_id,state_id,wm_yr_wk,snap_CA,snap_TX,snap_WI,sell_price,dayofweek,weekofyear,month,year,date,sales
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11617,1,0,0,8.2,6,17,5,2016,2016-05-01,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11617,0,0,0,8.2,0,18,5,2016,2016-05-02,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11617,0,0,0,8.2,1,18,5,2016,2016-05-03,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11617,0,0,0,8.2,2,18,5,2016,2016-05-04,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11617,0,0,0,8.2,3,18,5,2016,2016-05-05,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11617,0,0,0,8.2,4,18,5,2016,2016-05-06,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11617,0,0,0,8.2,5,18,5,2016,2016-05-07,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11617,0,0,0,8.2,6,18,5,2016,2016-05-08,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11617,1,0,0,8.2,0,19,5,2016,2016-05-09,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11617,1,0,0,8.2,1,19,5,2016,2016-05-10,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11617,0,0,0,8.2,2,19,5,2016,2016-05-11,2
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11617,0,0,0,8.2,3,19,5,2016,2016-05-12,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11617,1,0,0,8.2,4,19,5,2016,2016-05-13,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11617,0,0,0,8.2,5,19,5,2016,2016-05-14,1
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11617,0,0,0,8.2,6,19,5,2016,2016-05-15,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11617,1,0,0,8.2,0,20,5,2016,2016-05-16,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11617,0,0,0,8.2,1,20,5,2016,2016-05-17,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11617,1,0,0,8.2,2,20,5,2016,2016-05-18,1
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11617,0,0,0,8.2,3,20,5,2016,2016-05-19,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11617,0,0,0,8.2,4,20,5,2016,2016-05-20,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,11617,0,0,0,8.2,5,20,5,2016,2016-05-21,0
