item_id,dept_id,cat_id,store_id,state_id,wm_yr_wk,snap_CA,snap_TX,snap_WI,sell_price,dayofweek,weekofyear,month,year,date,sales
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,99999,0,0,0,0.0,6,17,5,2016,2016-05-01,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,99999,0,0,0,0.0,0,18,5,2016,2016-05-02,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,99999,0,0,0,0.0,1,18,5,2016,2016-05-03,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,99999,0,0,0,0.0,2,18,5,2016,2016-05-04,1
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,99999,0,0,0,0.0,3,18,5,2016,2016-05-05,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,99999,0,0,0,0.0,4,18,5,2016,2016-05-06,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,99999,0,0,0,0.0,5,18,5,2016,2016-05-07,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,99999,0,0,0,0.0,6,18,5,2016,2016-05-08,1
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,99999,0,0,0,0.0,0,19,5,2016,2016-05-09,1
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,99999,0,0,0,0.0,1,19,5,2016,2016-05-10,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,99999,0,0,0,0.0,2,19,5,2016,2016-05-11,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,99999,0,0,0,0.0,3,19,5,2016,2016-05-12,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,99999,0,0,0,0.0,4,19,5,2016,2016-05-13,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,99999,0,0,0,0.0,5,19,5,2016,2016-05-14,1
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,99999,0,0,0,0.0,6,19,5,2016,2016-05-15,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,99999,0,0,0,0.0,0,20,5,2016,2016-05-16,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,99999,0,0,0,0.0,1,20,5,2016,2016-05-17,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,99999,0,0,0,0.0,2,20,5,2016,2016-05-18,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,99999,0,0,0,0.0,3,20,5,2016,2016-05-19,3
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,99999,0,0,0,0.0,4,20,5,2016,2016-05-20,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,99999,0,0,0,0.0,5,20,5,2016,2016-05-21,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,99999,0,0,0,0.0,6,20,5,2016,2016-05-22,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,99999,0,0,0,0.0,0,21,5,2016,2016-05-23,1
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,99999,0,0,0,0.0,1,21,5,2016,2016-05-24,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,99999,0,0,0,0.0,2,21,5,2016,2016-05-25,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,99999,0,0,0,0.0,3,21,5,2016,2016-05-26,0
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,99999,0,0,0,0.0,4,21,5,2016,2016-05-27,1
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,99999,0,0,0,0.0,5,21,5,2016,2016-05-28,0
